Country,Sector,Year,Gas,Sample group,Break type,Coefficient,Target p-value,Standard Error,T-stat,P-value
Mexico,Road transport,2003,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.233,0.050,0.019,12.567,0.000
Mexico,Road transport,2003,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.236,0.010,0.021,11.207,0.000
Mexico,Road transport,2003,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.234,0.001,0.025,9.478,0.000
Mexico,Road transport,2003,Methane (CH4),OECD,negative,0.454,0.010,0.059,7.708,0.000
Mexico,Road transport,2005,Carbon dioxide (CO2),OECD,negative,0.262,0.050,0.017,15.172,0.000
Mexico,Road transport,2005,Carbon dioxide (CO2),OECD,negative,0.272,0.010,0.018,14.895,0.000
Mexico,Road transport,2005,Carbon dioxide (CO2),OECD,negative,0.261,0.001,0.022,11.860,0.000
Mexico,Road transport,2005,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.258,0.050,0.017,15.003,0.000
Mexico,Road transport,2005,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.269,0.010,0.018,14.707,0.000
Mexico,Road transport,2005,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.254,0.001,0.022,11.477,0.000
Mexico,Road transport,2005,Methane (CH4),OECD with EU15 effects,positive,0.495,0.010,0.037,13.272,0.000
Mexico,Road transport,2005,Methane (CH4),OECD with EU15 effects,positive,0.524,0.001,0.044,11.858,0.000
Mexico,Road transport,2005,Methane (CH4),OECD,negative,0.678,0.001,0.047,14.326,0.000
Mexico,Road transport,2006,Methane (CH4),OECD with EU15 effects,positive,0.365,0.050,0.042,8.682,0.000
Mexico,Road transport,2007,Methane (CH4),OECD,negative,0.380,0.050,0.045,8.497,0.000
Mexico,Road transport,2007,Methane (CH4),OECD,negative,0.355,0.010,0.054,6.564,0.000
Mexico,Solid fuels,2003,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.887,0.050,0.207,4.279,0.000
Mexico,Solid fuels,2003,Methane (CH4),OECD,negative,1.019,0.050,0.166,6.140,0.000
Mexico,Solid fuels,2003,Methane (CH4),OECD,negative,0.828,0.010,0.187,4.428,0.000
Mexico,Solid fuels,2007,Methane (CH4),OECD with EU15 effects,positive,0.387,0.050,0.164,2.357,0.019
Mexico,Solid waste disposal,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.701,0.050,0.192,3.644,0.000
Mexico,Solid waste disposal,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.636,0.010,0.150,4.255,0.000
Mexico,Solid waste disposal,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.684,0.050,0.188,3.643,0.000
Mexico,Solid waste disposal,2009,Methane (CH4),OECD with EU15 effects,positive,0.703,0.050,0.167,4.202,0.000
Mexico,Solid waste disposal,2009,Methane (CH4),OECD with EU15 effects,positive,0.703,0.010,0.145,4.863,0.000
Mexico,Solid waste disposal,2009,Methane (CH4),OECD with EU15 effects,positive,0.581,0.001,0.150,3.872,0.000
Mexico,Solid waste disposal,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.453,0.050,0.201,2.256,0.024
Mexico,Solid waste disposal,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.502,0.050,0.200,2.512,0.012
Mexico,Solid waste disposal,2014,Methane (CH4),OECD with EU15 effects,positive,0.432,0.050,0.174,2.482,0.013
Mexico,Substitutes for ODS,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.828,0.050,0.096,8.666,0.000
Mexico,Substitutes for ODS,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.876,0.010,0.104,8.461,0.000
Mexico,Substitutes for ODS,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,1.041,0.001,0.098,10.596,0.000
Mexico,Substitutes for ODS,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,1.063,0.010,0.108,9.811,0.000
Mexico,Substitutes for ODS,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,1.079,0.001,0.127,8.516,0.000
Mexico,Substitutes for ODS,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.405,0.050,0.089,4.530,0.000
Mexico,Substitutes for ODS,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.397,0.010,0.100,3.967,0.000
Mexico,Substitutes for ODS,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.548,0.050,0.089,6.178,0.000
Mexico,Substitutes for ODS,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.520,0.010,0.105,4.942,0.000
Mexico,Substitutes for ODS,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.514,0.001,0.123,4.174,0.000
Mexico,Wastewater treatment,2008,Methane (CH4),OECD with EU15 effects,positive,0.103,0.050,0.023,4.406,0.000
Mexico,Wastewater treatment,2008,Methane (CH4),OECD with EU15 effects,positive,0.137,0.010,0.022,6.290,0.000
Mexico,Wastewater treatment,2008,Methane (CH4),OECD with EU15 effects,positive,0.141,0.001,0.025,5.534,0.000
Mexico,Wastewater treatment,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.081,0.050,0.022,3.721,0.000
Mexico,Wastewater treatment,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.103,0.010,0.018,5.740,0.000
Mexico,Wastewater treatment,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.109,0.001,0.021,5.080,0.000
Mexico,Wastewater treatment,2012,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.116,0.050,0.017,6.943,0.000
Mexico,Wastewater treatment,2012,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.109,0.010,0.019,5.730,0.000
Mexico,Wastewater treatment,2012,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.111,0.001,0.023,4.929,0.000
Mexico,Wastewater treatment,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.055,0.050,0.023,2.395,0.017
Mexico,Wastewater treatment,2014,Methane (CH4),OECD with EU15 effects,positive,0.078,0.050,0.024,3.214,0.001
Netherlands,Biological treatment - waste,2004,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.679,0.050,0.098,-6.948,0.000
Netherlands,Biological treatment - waste,2005,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.893,0.050,0.103,-8.683,0.000
Netherlands,Biological treatment - waste,2005,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.752,0.010,0.111,-6.790,0.000
Netherlands,Biological treatment - waste,2005,Methane (CH4),OECD with EU15 effects,negative,-0.789,0.050,0.084,-9.334,0.000
Netherlands,Biological treatment - waste,2005,Methane (CH4),OECD with EU15 effects,negative,-0.828,0.010,0.107,-7.770,0.000
Netherlands,Biological treatment - waste,2005,Methane (CH4),OECD with EU15 effects,negative,-0.680,0.001,0.111,-6.112,0.000
Netherlands,Biological treatment - waste,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.778,0.050,0.096,-8.067,0.000
Netherlands,Biological treatment - waste,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.667,0.010,0.115,-5.781,0.000
Netherlands,Biomass burning,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.843,0.001,0.117,-7.226,0.000
Netherlands,Biomass burning,2016,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.865,0.050,0.114,-7.568,0.000
Netherlands,Biomass burning,2016,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-1.175,0.010,0.122,-9.614,0.000
Netherlands,Biomass burning,2016,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.927,0.001,0.161,-5.762,0.000
Netherlands,Biomass burning,2016,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-1.117,0.010,0.136,-8.197,0.000
Netherlands,Biomass burning,2016,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-1.380,0.001,0.138,-10.015,0.000
Netherlands,Biomass burning,2016,Methane (CH4),OECD with EU15 effects,negative,-0.865,0.050,0.114,-7.568,0.000
Netherlands,Biomass burning,2016,Methane (CH4),OECD with EU15 effects,negative,-1.175,0.010,0.122,-9.614,0.000
Netherlands,Biomass burning,2016,Methane (CH4),OECD with EU15 effects,negative,-0.927,0.001,0.161,-5.762,0.000
Netherlands,Biomass burning,2019,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-1.716,0.001,0.199,-8.610,0.000
Netherlands,Biomass burning,2019,Methane (CH4),OECD with EU15 effects,negative,-1.716,0.001,0.199,-8.610,0.000
Netherlands,Chemical industry,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.424,0.050,0.108,3.933,0.000
Netherlands,Chemical industry,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.412,0.010,0.113,3.644,0.000
Netherlands,Civil aviation,1999,Methane (CH4),OECD,negative,-0.737,0.050,0.135,-5.471,0.000
Netherlands,Civil aviation,1999,Methane (CH4),EU15,negative,-0.733,0.050,0.077,-9.492,0.000
Netherlands,Civil aviation,1999,Methane (CH4),EU15,negative,-0.740,0.010,0.083,-8.966,0.000
Netherlands,Civil aviation,1999,Methane (CH4),EU15,negative,-0.713,0.001,0.094,-7.619,0.000
Netherlands,Direct N2O - managed soils,1998,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.098,0.050,0.024,-4.155,0.000
Netherlands,Direct N2O - managed soils,1998,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.085,0.050,0.015,-5.548,0.000
Netherlands,Direct N2O - managed soils,1998,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.102,0.010,0.017,-5.960,0.000
Netherlands,Direct N2O - managed soils,1998,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.109,0.001,0.018,-6.116,0.000
Netherlands,Direct N2O - managed soils,2000,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.099,0.050,0.021,-4.796,0.000
Netherlands,Direct N2O - managed soils,2000,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.102,0.010,0.023,-4.540,0.000
Netherlands,Direct N2O - managed soils,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.088,0.050,0.019,-4.566,0.000
Netherlands,Direct N2O - managed soils,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.100,0.010,0.021,-4.756,0.000
Netherlands,Direct N2O - managed soils,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.063,0.050,0.012,-5.288,0.000
Netherlands,Electricity and heat,2006,Methane (CH4),EU15,negative,-0.172,0.050,0.031,-5.610,0.000
Netherlands,Electricity and heat,2006,Methane (CH4),EU15,negative,-0.186,0.010,0.034,-5.528,0.000
Netherlands,Electricity and heat,2006,Methane (CH4),EU15,negative,-0.181,0.001,0.038,-4.761,0.000
Netherlands,Electricity and heat,2014,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.234,0.050,0.048,4.884,0.000
Netherlands,Electricity and heat,2014,Carbon dioxide (CO2),EU15,negative,0.299,0.050,0.044,6.752,0.000
Netherlands,Electricity and heat,2014,Carbon dioxide (CO2),EU15,negative,0.260,0.010,0.046,5.638,0.000
Netherlands,Electricity and heat,2014,Carbon dioxide (CO2),EU15,negative,0.234,0.001,0.051,4.607,0.000
Netherlands,Electricity and heat,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.231,0.050,0.048,4.841,0.000
Netherlands,Electricity and heat,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.281,0.050,0.043,6.470,0.000
Netherlands,Electricity and heat,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.257,0.010,0.046,5.638,0.000
Netherlands,Electricity and heat,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.231,0.001,0.050,4.576,0.000
Netherlands,Enteric fermentation,1998,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.079,0.050,0.012,-6.285,0.000
Netherlands,Enteric fermentation,1998,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.064,0.010,0.014,-4.475,0.000
Netherlands,Enteric fermentation,2008,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.039,0.050,0.010,3.956,0.000
Netherlands,Enteric fermentation,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.039,0.050,0.015,2.574,0.011
Netherlands,Enteric fermentation,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.089,0.010,0.013,7.047,0.000
Netherlands,Enteric fermentation,2018,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.055,0.050,0.016,-3.436,0.001
Netherlands,Enteric fermentation,2018,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.080,0.010,0.015,-5.261,0.000
Netherlands,Incineration of waste,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.672,0.050,0.049,13.805,0.000
Netherlands,Incineration of waste,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.672,0.010,0.052,12.884,0.000
Netherlands,Incineration of waste,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.614,0.001,0.069,8.907,0.000
Netherlands,Incineration of waste,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.691,0.050,0.049,14.176,0.000
Netherlands,Incineration of waste,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.702,0.010,0.052,13.456,0.000
Netherlands,Incineration of waste,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.673,0.001,0.061,11.002,0.000
Netherlands,Incineration of waste,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.657,0.050,0.049,13.408,0.000
Netherlands,Incineration of waste,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.650,0.010,0.051,12.833,0.000
Netherlands,Incineration of waste,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.637,0.001,0.055,11.603,0.000
Netherlands,Incineration of waste,2006,Methane (CH4),OECD with EU15 effects,positive,0.651,0.050,0.047,13.791,0.000
Netherlands,Incineration of waste,2006,Methane (CH4),OECD with EU15 effects,positive,0.677,0.010,0.053,12.839,0.000
Netherlands,Incineration of waste,2006,Methane (CH4),OECD with EU15 effects,positive,0.630,0.001,0.068,9.284,0.000
Netherlands,Incineration of waste,2006,Methane (CH4),OECD,negative,0.752,0.050,0.046,16.322,0.000
Netherlands,Incineration of waste,2006,Methane (CH4),OECD,negative,0.737,0.010,0.052,14.270,0.000
Netherlands,Incineration of waste,2006,Methane (CH4),OECD,negative,0.717,0.001,0.066,10.782,0.000
Netherlands,Incineration of waste,2006,Methane (CH4),EU15,negative,0.698,0.050,0.048,14.612,0.000
Netherlands,Incineration of waste,2006,Methane (CH4),EU15,negative,0.643,0.010,0.056,11.482,0.000
Netherlands,Incineration of waste,2006,Methane (CH4),EU15,negative,0.634,0.001,0.059,10.683,0.000
Netherlands,Incineration of waste,2020,Carbon dioxide (CO2),OECD with EU15 effects,negative,-3.200,0.010,0.235,-13.642,0.000
Netherlands,Incineration of waste,2020,Carbon dioxide (CO2),OECD with EU15 effects,negative,-3.199,0.001,0.265,-12.071,0.000
Netherlands,Incineration of waste,2020,Carbon dioxide (CO2),OECD,negative,-3.369,0.010,0.238,-14.159,0.000
Netherlands,Incineration of waste,2020,Carbon dioxide (CO2),OECD,negative,-3.425,0.001,0.258,-13.269,0.000
Netherlands,Incineration of waste,2020,Carbon dioxide (CO2),EU15,negative,-3.118,0.010,0.180,-17.286,0.000
Netherlands,Incineration of waste,2020,Carbon dioxide (CO2),EU15,negative,-3.165,0.001,0.221,-14.346,0.000
Netherlands,Indirect N20 - nitrogen,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.174,0.050,0.023,-7.441,0.000
Netherlands,Indirect N20 - nitrogen,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.180,0.010,0.025,-7.171,0.000
Netherlands,Indirect N20 - nitrogen,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.197,0.001,0.030,-6.609,0.000
Netherlands,Indirect N20 - nitrogen,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.093,0.050,0.016,-5.981,0.000
Netherlands,Indirect N20 - nitrogen,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.088,0.010,0.017,-5.228,0.000
Netherlands,Indirect N2O  - managed soils,1998,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.084,0.050,0.018,-4.638,0.000
Netherlands,Indirect N2O  - managed soils,1998,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.084,0.010,0.018,-4.634,0.000
Netherlands,Indirect N2O  - managed soils,2000,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.111,0.050,0.024,-4.704,0.000
Netherlands,Indirect N2O  - managed soils,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.091,0.050,0.022,-4.128,0.000
Netherlands,Indirect N2O - manure,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.057,0.050,0.013,-4.469,0.000
Netherlands,Indirect N2O - manure,2008,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.082,0.050,0.013,6.160,0.000
Netherlands,Indirect N2O - manure,2008,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.087,0.050,0.011,7.771,0.000
Netherlands,Indirect N2O - manure,2008,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.065,0.010,0.010,6.661,0.000
Netherlands,Indirect N2O - manure,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.061,0.050,0.013,4.610,0.000
Netherlands,Manufacturing & construction,2009,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.249,0.050,0.033,7.630,0.000
Netherlands,Manufacturing & construction,2009,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.264,0.010,0.034,7.797,0.000
Netherlands,Manufacturing & construction,2009,Carbon dioxide (CO2),EU15,negative,0.217,0.050,0.023,9.550,0.000
Netherlands,Manufacturing & construction,2009,Carbon dioxide (CO2),EU15,negative,0.238,0.010,0.027,8.791,0.000
Netherlands,Manufacturing & construction,2009,Carbon dioxide (CO2),EU15,negative,0.236,0.001,0.027,8.566,0.000
Netherlands,Manufacturing & construction,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.245,0.050,0.032,7.599,0.000
Netherlands,Manufacturing & construction,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.260,0.010,0.034,7.716,0.000
Netherlands,Manufacturing & construction,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.219,0.050,0.023,9.399,0.000
Netherlands,Manufacturing & construction,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.238,0.010,0.025,9.400,0.000
Netherlands,Manufacturing & construction,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.232,0.001,0.027,8.513,0.000
Netherlands,Manure management,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.113,0.050,0.019,-5.812,0.000
Netherlands,Manure management,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.073,0.050,0.013,-5.825,0.000
Netherlands,Manure management,2008,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.098,0.050,0.017,5.798,0.000
Netherlands,Manure management,2008,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.089,0.050,0.011,7.914,0.000
Netherlands,Metal industry,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-1.049,0.010,0.059,-17.834,0.000
Netherlands,Metal industry,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-1.049,0.001,0.059,-17.834,0.000
Netherlands,Non-energy fuel products,2010,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.461,0.050,0.049,9.379,0.000
Netherlands,Non-energy fuel products,2010,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.536,0.010,0.052,10.286,0.000
Netherlands,Non-energy fuel products,2010,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.487,0.001,0.064,7.663,0.000
Netherlands,Non-energy fuel products,2010,Carbon dioxide (CO2),OECD,negative,0.445,0.050,0.047,9.534,0.000
Netherlands,Non-energy fuel products,2010,Carbon dioxide (CO2),OECD,negative,0.474,0.010,0.051,9.202,0.000
Netherlands,Non-energy fuel products,2010,Carbon dioxide (CO2),OECD,negative,0.487,0.001,0.062,7.826,0.000
Netherlands,Non-energy fuel products,2010,Carbon dioxide (CO2),EU15,negative,0.438,0.050,0.049,8.904,0.000
Netherlands,Non-energy fuel products,2010,Carbon dioxide (CO2),EU15,negative,0.449,0.010,0.048,9.400,0.000
Netherlands,Non-energy fuel products,2010,Carbon dioxide (CO2),EU15,negative,0.491,0.001,0.051,9.658,0.000
Netherlands,Non-energy fuel products,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.461,0.050,0.049,9.379,0.000
Netherlands,Non-energy fuel products,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.536,0.010,0.052,10.286,0.000
Netherlands,Non-energy fuel products,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.487,0.001,0.064,7.663,0.000
Netherlands,Non-energy fuel products,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.445,0.050,0.047,9.534,0.000
Netherlands,Non-energy fuel products,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.474,0.010,0.051,9.202,0.000
Netherlands,Non-energy fuel products,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.487,0.001,0.062,7.826,0.000
Netherlands,Non-energy fuel products,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.438,0.050,0.049,8.904,0.000
Netherlands,Non-energy fuel products,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.449,0.010,0.048,9.400,0.000
Netherlands,Non-energy fuel products,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.491,0.001,0.051,9.658,0.000
Netherlands,Non-energy fuel products,2015,Carbon dioxide (CO2),OECD with EU15 effects,negative,-0.354,0.050,0.052,-6.765,0.000
Netherlands,Non-energy fuel products,2015,Carbon dioxide (CO2),OECD with EU15 effects,negative,-0.422,0.010,0.057,-7.441,0.000
Netherlands,Non-energy fuel products,2015,Carbon dioxide (CO2),OECD with EU15 effects,negative,-0.426,0.001,0.070,-6.100,0.000
Netherlands,Non-energy fuel products,2015,Carbon dioxide (CO2),OECD,negative,-0.354,0.050,0.050,-7.012,0.000
Netherlands,Non-energy fuel products,2015,Carbon dioxide (CO2),OECD,negative,-0.418,0.010,0.057,-7.375,0.000
Netherlands,Non-energy fuel products,2015,Carbon dioxide (CO2),OECD,negative,-0.424,0.001,0.069,-6.181,0.000
Netherlands,Non-energy fuel products,2015,Carbon dioxide (CO2),EU15,negative,-0.312,0.050,0.052,-5.971,0.000
Netherlands,Non-energy fuel products,2015,Carbon dioxide (CO2),EU15,negative,-0.381,0.010,0.052,-7.382,0.000
Netherlands,Non-energy fuel products,2015,Carbon dioxide (CO2),EU15,negative,-0.401,0.001,0.056,-7.195,0.000
Netherlands,Non-energy fuel products,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.354,0.050,0.052,-6.765,0.000
Netherlands,Non-energy fuel products,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.422,0.010,0.057,-7.441,0.000
Netherlands,Non-energy fuel products,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.426,0.001,0.070,-6.100,0.000
Netherlands,Non-energy fuel products,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.354,0.050,0.050,-7.012,0.000
Netherlands,Non-energy fuel products,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.418,0.010,0.057,-7.375,0.000
Netherlands,Non-energy fuel products,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.424,0.001,0.069,-6.181,0.000
Netherlands,Non-energy fuel products,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.312,0.050,0.052,-5.971,0.000
Netherlands,Non-energy fuel products,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.381,0.010,0.052,-7.382,0.000
Netherlands,Non-energy fuel products,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.401,0.001,0.056,-7.195,0.000
Netherlands,Oil and natural gas,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.473,0.050,0.069,-6.863,0.000
Netherlands,Oil and natural gas,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.463,0.010,0.071,-6.503,0.000
Netherlands,Oil and natural gas,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.442,0.001,0.093,-4.771,0.000
Netherlands,Oil and natural gas,2015,Methane (CH4),EU15,negative,-0.472,0.050,0.066,-7.109,0.000
Netherlands,Oil and natural gas,2015,Methane (CH4),EU15,negative,-0.422,0.010,0.069,-6.083,0.000
Netherlands,Oil and natural gas,2015,Methane (CH4),EU15,negative,-0.454,0.001,0.088,-5.174,0.000
Netherlands,Oil and natural gas,2017,Methane (CH4),OECD,negative,-0.717,0.050,0.081,-8.865,0.000
Netherlands,Oil and natural gas,2020,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.436,0.010,0.102,-4.258,0.000
Netherlands,Oil and natural gas,2020,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.475,0.001,0.134,-3.546,0.000
Netherlands,Oil and natural gas,2020,Methane (CH4),EU15,negative,-0.452,0.010,0.100,-4.530,0.000
Netherlands,Oil and natural gas,2020,Methane (CH4),EU15,negative,-0.472,0.001,0.127,-3.714,0.000
Netherlands,Other product manufacture,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.721,0.010,0.047,-15.346,0.000
