gas,sample,sector,target p-value,country,year,coef,std.error,t-stat,p-value,break direction
fgas,OECD,Metal industry,0.05,Portugal,2009,1.643,0.209,7.876,0.000,positive
fgas,OECD,Metal industry,0.05,Turkiye,2005,-0.747,0.206,-3.620,0.000,negative
fgas,OECD,Metal industry,0.01,Austria,1998,-2.633,0.352,-7.480,0.000,negative
fgas,OECD,Metal industry,0.01,Austria,2003,-2.658,0.275,-9.650,0.000,negative
fgas,OECD,Metal industry,0.01,Austria,2012,2.558,0.225,11.351,0.000,positive
fgas,OECD,Metal industry,0.01,Denmark,2001,-5.290,0.227,-23.312,0.000,negative
fgas,OECD,Metal industry,0.01,Finland,2008,1.405,0.187,7.514,0.000,positive
fgas,OECD,Metal industry,0.01,Greece,2012,0.707,0.213,3.325,0.001,positive
fgas,OECD,Metal industry,0.01,Iceland,2007,1.010,0.221,4.573,0.000,positive
fgas,OECD,Metal industry,0.01,Italy,2013,-7.963,0.206,-38.699,0.000,negative
fgas,OECD,Metal industry,0.01,Japan,2001,1.337,0.241,5.543,0.000,positive
fgas,OECD,Metal industry,0.01,Japan,2015,0.859,0.220,3.910,0.000,positive
fgas,OECD,Metal industry,0.01,Netherlands,2001,-3.081,0.225,-13.667,0.000,negative
fgas,OECD,Metal industry,0.01,Poland,2009,-3.303,0.227,-14.526,0.000,negative
fgas,OECD,Metal industry,0.01,Portugal,2009,1.608,0.193,8.316,0.000,positive
fgas,OECD,Metal industry,0.001,Austria,2003,-3.603,0.309,-11.657,0.000,negative
fgas,OECD,Metal industry,0.001,Austria,2012,2.547,0.288,8.859,0.000,positive
fgas,OECD,Metal industry,0.001,Denmark,2001,-5.241,0.288,-18.218,0.000,negative
fgas,OECD,Metal industry,0.001,Finland,2008,1.428,0.238,6.010,0.000,positive
fgas,OECD,Metal industry,0.001,Iceland,2007,1.010,0.282,3.576,0.000,positive
fgas,OECD,Metal industry,0.001,Italy,2013,-8.015,0.257,-31.218,0.000,negative
fgas,OECD,Metal industry,0.001,Japan,2015,1.239,0.268,4.628,0.000,positive
fgas,OECD,Metal industry,0.001,Poland,2009,-3.147,0.290,-10.837,0.000,negative
fgas,OECD,Metal industry,0.001,Portugal,2009,1.599,0.243,6.585,0.000,positive
fgas,OECD,Other product manufacture,0.05,Australia,2008,-0.315,0.066,-4.758,0.000,negative
fgas,OECD,Other product manufacture,0.05,Belgium,2006,-0.832,0.066,-12.697,0.000,negative
fgas,OECD,Other product manufacture,0.05,Switzerland,2006,-0.447,0.065,-6.853,0.000,negative
fgas,OECD,Other product manufacture,0.05,Chile,2000,-0.330,0.110,-2.998,0.003,negative
fgas,OECD,Other product manufacture,0.05,Colombia,2008,0.457,0.177,2.578,0.010,positive
fgas,OECD,Other product manufacture,0.05,Colombia,2014,0.220,0.087,2.531,0.012,positive
fgas,OECD,Other product manufacture,0.05,Germany,2006,-0.648,0.068,-9.531,0.000,negative
fgas,OECD,Other product manufacture,0.05,Denmark,2006,-0.767,0.067,-11.497,0.000,negative
fgas,OECD,Other product manufacture,0.05,Spain,2012,0.239,0.066,3.642,0.000,positive
fgas,OECD,Other product manufacture,0.05,Estonia,2007,1.058,0.069,15.403,0.000,positive
fgas,OECD,Other product manufacture,0.05,Finland,2006,-0.705,0.066,-10.729,0.000,negative
fgas,OECD,Other product manufacture,0.05,France,2006,-0.306,0.127,-2.413,0.016,negative
fgas,OECD,Other product manufacture,0.05,France,2008,-0.384,0.124,-3.105,0.002,negative
fgas,OECD,Other product manufacture,0.05,Greece,2011,0.498,0.074,6.745,0.000,positive
fgas,OECD,Other product manufacture,0.05,Hungary,2006,0.473,0.067,7.065,0.000,positive
fgas,OECD,Other product manufacture,0.05,Ireland,2015,-0.500,0.086,-5.791,0.000,negative
fgas,OECD,Other product manufacture,0.05,Israel,2009,-0.813,0.068,-12.007,0.000,negative
fgas,OECD,Other product manufacture,0.05,Italy,2008,-0.893,0.069,-12.850,0.000,negative
fgas,OECD,Other product manufacture,0.05,Japan,2008,-0.826,0.068,-12.174,0.000,negative
fgas,OECD,Other product manufacture,0.05,"Korea,Rep",2018,0.602,0.089,6.730,0.000,positive
fgas,OECD,Other product manufacture,0.05,Lithuania,2017,-0.271,0.084,-3.216,0.001,negative
fgas,OECD,Other product manufacture,0.05,Latvia,2008,0.897,0.074,12.049,0.000,positive
fgas,OECD,Other product manufacture,0.05,Mexico,2001,0.507,0.100,5.078,0.000,positive
fgas,OECD,Other product manufacture,0.05,Mexico,2006,0.573,0.089,6.402,0.000,positive
fgas,OECD,Other product manufacture,0.05,Mexico,2017,0.372,0.083,4.453,0.000,positive
fgas,OECD,Other product manufacture,0.05,Netherlands,2008,-0.813,0.104,-7.779,0.000,negative
fgas,OECD,Other product manufacture,0.05,Norway,2010,0.362,0.064,5.653,0.000,positive
fgas,OECD,Other product manufacture,0.05,Poland,2011,-0.222,0.069,-3.200,0.001,negative
fgas,OECD,Other product manufacture,0.05,Portugal,2008,-0.697,0.068,-10.293,0.000,negative
fgas,OECD,Other product manufacture,0.05,Sweden,2006,-0.709,0.065,-10.942,0.000,negative
fgas,OECD,Other product manufacture,0.05,Turkiye,2000,1.104,0.105,10.556,0.000,positive
fgas,OECD,Other product manufacture,0.01,Australia,2008,-0.310,0.075,-4.129,0.000,negative
fgas,OECD,Other product manufacture,0.01,Belgium,2006,-0.747,0.074,-10.090,0.000,negative
fgas,OECD,Other product manufacture,0.01,Chile,2007,1.441,0.074,19.463,0.000,positive
fgas,OECD,Other product manufacture,0.01,Colombia,2008,0.562,0.194,2.899,0.004,positive
fgas,OECD,Other product manufacture,0.01,Germany,2006,-0.517,0.076,-6.782,0.000,negative
fgas,OECD,Other product manufacture,0.01,Denmark,2006,-0.666,0.075,-8.883,0.000,negative
fgas,OECD,Other product manufacture,0.01,Estonia,2007,1.164,0.077,15.114,0.000,positive
fgas,OECD,Other product manufacture,0.01,Finland,2006,-0.606,0.074,-8.179,0.000,negative
fgas,OECD,Other product manufacture,0.01,France,2008,-0.556,0.073,-7.589,0.000,negative
fgas,OECD,Other product manufacture,0.01,Greece,2011,0.638,0.081,7.875,0.000,positive
fgas,OECD,Other product manufacture,0.01,Hungary,2006,0.600,0.075,7.990,0.000,positive
fgas,OECD,Other product manufacture,0.01,Ireland,2015,-0.658,0.089,-7.429,0.000,negative
fgas,OECD,Other product manufacture,0.01,Israel,2009,-0.859,0.077,-11.207,0.000,negative
fgas,OECD,Other product manufacture,0.01,Italy,2008,-0.776,0.077,-10.096,0.000,negative
fgas,OECD,Other product manufacture,0.01,Japan,2008,-0.696,0.076,-9.210,0.000,negative
fgas,OECD,Other product manufacture,0.01,"Korea,Rep",2018,0.609,0.102,5.985,0.000,positive
fgas,OECD,Other product manufacture,0.01,Latvia,2008,1.087,0.080,13.574,0.000,positive
fgas,OECD,Other product manufacture,0.01,Mexico,2006,0.886,0.082,10.857,0.000,positive
fgas,OECD,Other product manufacture,0.01,Mexico,2017,0.362,0.095,3.802,0.000,positive
fgas,OECD,Other product manufacture,0.01,Netherlands,2008,-1.035,0.073,-14.233,0.000,negative
fgas,OECD,Other product manufacture,0.01,Norway,2010,0.408,0.073,5.632,0.000,positive
fgas,OECD,Other product manufacture,0.01,Sweden,2006,-0.636,0.074,-8.654,0.000,negative
fgas,OECD,Other product manufacture,0.01,Turkiye,2000,1.113,0.118,9.409,0.000,positive
fgas,OECD,Other product manufacture,0.001,Belgium,2006,-0.668,0.089,-7.509,0.000,negative
fgas,OECD,Other product manufacture,0.001,Chile,2007,1.387,0.089,15.510,0.000,positive
fgas,OECD,Other product manufacture,0.001,Denmark,2006,-0.561,0.090,-6.256,0.000,negative
fgas,OECD,Other product manufacture,0.001,Estonia,2007,1.133,0.093,12.187,0.000,positive
fgas,OECD,Other product manufacture,0.001,Finland,2006,-0.531,0.089,-5.966,0.000,negative
fgas,OECD,Other product manufacture,0.001,Greece,2011,0.832,0.095,8.754,0.000,positive
fgas,OECD,Other product manufacture,0.001,Ireland,2015,-0.646,0.118,-5.494,0.000,negative
fgas,OECD,Other product manufacture,0.001,Ireland,2020,-0.675,0.168,-4.019,0.000,negative
fgas,OECD,Other product manufacture,0.001,Israel,2009,-0.917,0.092,-9.982,0.000,negative
fgas,OECD,Other product manufacture,0.001,Japan,2008,-0.560,0.090,-6.243,0.000,negative
fgas,OECD,Other product manufacture,0.001,"Korea,Rep",2007,2.151,0.095,22.540,0.000,positive
fgas,OECD,Other product manufacture,0.001,Latvia,2008,1.066,0.096,11.102,0.000,positive
fgas,OECD,Other product manufacture,0.001,Mexico,2006,1.071,0.090,11.873,0.000,positive
fgas,OECD,Other product manufacture,0.001,Netherlands,2008,-0.954,0.087,-10.930,0.000,negative
fgas,OECD,Other product manufacture,0.001,Sweden,2006,-0.594,0.089,-6.700,0.000,negative
fgas,OECD,Other product manufacture,0.001,Turkiye,1999,1.321,0.142,9.292,0.000,positive
fgas,OECD,Substitutes for ODS,0.05,Austria,2005,-1.043,0.095,-10.996,0.000,negative
fgas,OECD,Substitutes for ODS,0.05,Belgium,2000,-0.632,0.118,-5.346,0.000,negative
fgas,OECD,Substitutes for ODS,0.05,Switzerland,2000,-0.553,0.136,-4.070,0.000,negative
fgas,OECD,Substitutes for ODS,0.05,Switzerland,2008,-0.382,0.104,-3.667,0.000,negative
fgas,OECD,Substitutes for ODS,0.05,Czechia,1997,1.148,0.242,4.745,0.000,positive
fgas,OECD,Substitutes for ODS,0.05,Germany,2000,-0.815,0.121,-6.762,0.000,negative
fgas,OECD,Substitutes for ODS,0.05,Denmark,2000,-0.878,0.129,-6.817,0.000,negative
fgas,OECD,Substitutes for ODS,0.05,Denmark,2011,-0.923,0.100,-9.232,0.000,negative
fgas,OECD,Substitutes for ODS,0.05,Spain,1999,0.832,0.150,5.540,0.000,positive
fgas,OECD,Substitutes for ODS,0.05,Spain,2015,-0.861,0.104,-8.300,0.000,negative
fgas,OECD,Substitutes for ODS,0.05,Estonia,2000,-0.739,0.125,-5.897,0.000,negative
fgas,OECD,Substitutes for ODS,0.05,Greece,2002,1.336,0.132,10.099,0.000,positive
fgas,OECD,Substitutes for ODS,0.05,Greece,2011,0.944,0.115,8.202,0.000,positive
fgas,OECD,Substitutes for ODS,0.05,Hungary,2006,0.904,0.094,9.595,0.000,positive
fgas,OECD,Substitutes for ODS,0.05,Ireland,2000,-0.796,0.123,-6.455,0.000,negative
fgas,OECD,Substitutes for ODS,0.05,Ireland,2018,-0.950,0.180,-5.290,0.000,negative
fgas,OECD,Substitutes for ODS,0.05,Ireland,2020,-0.511,0.217,-2.351,0.019,negative
fgas,OECD,Substitutes for ODS,0.05,Italy,2006,0.876,0.098,8.913,0.000,positive
fgas,OECD,Substitutes for ODS,0.05,"Korea,Rep",2004,-0.515,0.256,-2.012,0.045,negative
fgas,OECD,Substitutes for ODS,0.05,"Korea,Rep",2005,-0.562,0.245,-2.294,0.022,negative
fgas,OECD,Substitutes for ODS,0.05,Lithuania,2007,0.739,0.248,2.977,0.003,positive
fgas,OECD,Substitutes for ODS,0.05,Lithuania,2008,0.901,0.245,3.673,0.000,positive
fgas,OECD,Substitutes for ODS,0.05,Luxembourg,2000,-0.920,0.130,-7.098,0.000,negative
fgas,OECD,Substitutes for ODS,0.05,Luxembourg,2011,-0.531,0.104,-5.085,0.000,negative
fgas,OECD,Substitutes for ODS,0.05,Mexico,1999,1.377,0.159,8.684,0.000,positive
fgas,OECD,Substitutes for ODS,0.05,Mexico,2008,1.143,0.112,10.180,0.000,positive
fgas,OECD,Substitutes for ODS,0.05,Mexico,2017,0.536,0.125,4.293,0.000,positive
fgas,OECD,Substitutes for ODS,0.05,Poland,2018,-1.029,0.125,-8.237,0.000,negative
fgas,OECD,Substitutes for ODS,0.05,Portugal,2011,0.858,0.095,9.015,0.000,positive
fgas,OECD,Substitutes for ODS,0.05,Sweden,2010,-0.787,0.090,-8.712,0.000,negative
fgas,OECD,Substitutes for ODS,0.05,Turkiye,2010,0.468,0.117,4.011,0.000,positive
fgas,OECD,Substitutes for ODS,0.05,UnitedStates,2000,-1.065,0.127,-8.385,0.000,negative
fgas,OECD,Substitutes for ODS,0.05,UnitedStates,2017,-0.466,0.116,-4.004,0.000,negative
fgas,OECD,Substitutes for ODS,0.01,Austria,2005,-1.088,0.129,-8.405,0.000,negative
fgas,OECD,Substitutes for ODS,0.01,Denmark,2010,-1.272,0.125,-10.174,0.000,negative
fgas,OECD,Substitutes for ODS,0.01,Spain,1999,0.615,0.201,3.065,0.002,positive
fgas,OECD,Substitutes for ODS,0.01,Greece,2002,1.595,0.164,9.703,0.000,positive
fgas,OECD,Substitutes for ODS,0.01,Greece,2011,0.728,0.154,4.724,0.000,positive
fgas,OECD,Substitutes for ODS,0.01,Ireland,2015,-0.787,0.169,-4.663,0.000,negative
fgas,OECD,Substitutes for ODS,0.01,Ireland,2020,-0.645,0.241,-2.674,0.008,negative
fgas,OECD,Substitutes for ODS,0.01,"Korea,Rep",2004,-1.122,0.149,-7.529,0.000,negative
fgas,OECD,Substitutes for ODS,0.01,Lithuania,2008,1.539,0.138,11.136,0.000,positive
fgas,OECD,Substitutes for ODS,0.01,Luxembourg,2000,-0.862,0.177,-4.855,0.000,negative
fgas,OECD,Substitutes for ODS,0.01,Luxembourg,2011,-0.546,0.143,-3.820,0.000,negative
fgas,OECD,Substitutes for ODS,0.01,Mexico,2007,1.702,0.141,12.061,0.000,positive
fgas,OECD,Substitutes for ODS,0.01,Mexico,2017,0.620,0.168,3.681,0.000,positive
fgas,OECD,Substitutes for ODS,0.01,Poland,2018,-0.900,0.170,-5.282,0.000,negative
fgas,OECD,Substitutes for ODS,0.01,Sweden,2010,-0.781,0.124,-6.297,0.000,negative
fgas,OECD,Substitutes for ODS,0.01,Turkiye,2003,0.986,0.226,4.365,0.000,positive
fgas,OECD,Substitutes for ODS,0.01,Turkiye,2010,0.587,0.163,3.596,0.000,positive
fgas,OECD,Substitutes for ODS,0.01,UnitedStates,2000,-1.036,0.171,-6.052,0.000,negative
fgas,OECD,Substitutes for ODS,0.001,Austria,2005,-1.093,0.141,-7.753,0.000,negative
fgas,OECD,Substitutes for ODS,0.001,Denmark,2010,-1.267,0.136,-9.308,0.000,negative
fgas,OECD,Substitutes for ODS,0.001,Greece,2010,1.410,0.145,9.748,0.000,positive
fgas,OECD,Substitutes for ODS,0.001,Ireland,2015,-0.903,0.160,-5.654,0.000,negative
fgas,OECD,Substitutes for ODS,0.001,"Korea,Rep",2004,-0.992,0.158,-6.294,0.000,negative
fgas,OECD,Substitutes for ODS,0.001,Lithuania,2008,1.544,0.149,10.330,0.000,positive
fgas,OECD,Substitutes for ODS,0.001,Luxembourg,2000,-1.184,0.182,-6.522,0.000,negative
fgas,OECD,Substitutes for ODS,0.001,Mexico,2007,1.728,0.154,11.253,0.000,positive
fgas,OECD,Substitutes for ODS,0.001,Mexico,2017,0.658,0.183,3.588,0.000,positive
fgas,OECD,Substitutes for ODS,0.001,Sweden,2011,-0.728,0.136,-5.355,0.000,negative
fgas,OECD,Substitutes for ODS,0.001,Turkiye,2009,0.943,0.168,5.602,0.000,positive
n2o,EU15,Biological treatment - waste,0.05,Germany,2005,-0.600,0.084,-7.108,0.000,negative
n2o,EU15,Biological treatment - waste,0.05,Denmark,2004,-0.450,0.082,-5.467,0.000,negative
n2o,EU15,Biological treatment - waste,0.05,UnitedKingdom,2010,0.699,0.081,8.595,0.000,positive
n2o,EU15,Biological treatment - waste,0.05,Ireland,2004,1.901,0.097,19.691,0.000,positive
n2o,EU15,Biological treatment - waste,0.05,Ireland,2014,0.375,0.116,3.238,0.001,positive
n2o,EU15,Biological treatment - waste,0.05,Netherlands,2005,-0.747,0.080,-9.393,0.000,negative
n2o,EU15,Biological treatment - waste,0.05,Portugal,2004,-0.374,0.087,-4.292,0.000,negative
n2o,EU15,Biological treatment - waste,0.01,UnitedKingdom,2010,0.742,0.090,8.266,0.000,positive
n2o,EU15,Biological treatment - waste,0.01,Ireland,2004,1.978,0.105,18.838,0.000,positive
n2o,EU15,Biological treatment - waste,0.01,Ireland,2015,0.570,0.133,4.277,0.000,positive
n2o,EU15,Biological treatment - waste,0.01,Netherlands,2005,-0.610,0.087,-7.005,0.000,negative
n2o,EU15,Biological treatment - waste,0.001,UnitedKingdom,2010,0.796,0.096,8.313,0.000,positive
n2o,EU15,Biological treatment - waste,0.001,Greece,2001,1.252,0.118,10.597,0.000,positive
n2o,EU15,Biological treatment - waste,0.001,Ireland,2004,2.018,0.112,17.984,0.000,positive
n2o,EU15,Biological treatment - waste,0.001,Ireland,2015,0.614,0.142,4.311,0.000,positive
n2o,EU15,Biomass burning,0.05,Austria,2019,-1.581,0.089,-17.820,0.000,negative
n2o,EU15,Biomass burning,0.05,Belgium,2006,0.832,0.070,11.945,0.000,positive
n2o,EU15,Biomass burning,0.05,Belgium,2017,0.446,0.083,5.368,0.000,positive
n2o,EU15,Biomass burning,0.05,Denmark,2004,-0.521,0.067,-7.825,0.000,negative
n2o,EU15,Biomass burning,0.05,Spain,2003,-0.275,0.094,-2.907,0.004,negative
n2o,EU15,Biomass burning,0.05,France,1999,0.418,0.097,4.312,0.000,positive
n2o,EU15,Biomass burning,0.05,UnitedKingdom,2009,-0.310,0.083,-3.733,0.000,negative
n2o,EU15,Biomass burning,0.05,UnitedKingdom,2015,0.597,0.090,6.646,0.000,positive
n2o,EU15,Biomass burning,0.05,Ireland,2013,0.407,0.086,4.726,0.000,positive
n2o,EU15,Biomass burning,0.05,Italy,1999,0.509,0.093,5.463,0.000,positive
n2o,EU15,Biomass burning,0.05,Italy,2015,0.274,0.074,3.707,0.000,positive
n2o,EU15,Biomass burning,0.05,Luxembourg,2017,0.301,0.103,2.917,0.004,positive
n2o,EU15,Biomass burning,0.05,Portugal,2009,0.270,0.067,4.064,0.000,positive
n2o,EU15,Biomass burning,0.05,Sweden,2006,-0.778,0.066,-11.827,0.000,negative
n2o,EU15,Biomass burning,0.01,Austria,2019,-1.581,0.093,-16.987,0.000,negative
n2o,EU15,Biomass burning,0.01,Belgium,2006,0.826,0.073,11.350,0.000,positive
n2o,EU15,Biomass burning,0.01,Belgium,2017,0.456,0.087,5.234,0.000,positive
n2o,EU15,Biomass burning,0.01,Denmark,2004,-0.543,0.069,-7.822,0.000,negative
n2o,EU15,Biomass burning,0.01,Spain,2009,-1.376,0.078,-17.537,0.000,negative
n2o,EU15,Biomass burning,0.01,France,1999,0.480,0.100,4.822,0.000,positive
n2o,EU15,Biomass burning,0.01,UnitedKingdom,2009,-0.296,0.086,-3.422,0.001,negative
n2o,EU15,Biomass burning,0.01,UnitedKingdom,2015,0.647,0.094,6.911,0.000,positive
n2o,EU15,Biomass burning,0.01,Ireland,2013,0.435,0.090,4.827,0.000,positive
n2o,EU15,Biomass burning,0.01,Italy,1999,0.528,0.097,5.438,0.000,positive
n2o,EU15,Biomass burning,0.01,Italy,2016,0.253,0.079,3.183,0.002,positive
n2o,EU15,Biomass burning,0.01,Luxembourg,2017,0.359,0.107,3.340,0.001,positive
n2o,EU15,Biomass burning,0.01,Sweden,2006,-0.772,0.069,-11.252,0.000,negative
n2o,EU15,Biomass burning,0.001,Austria,2019,-1.637,0.115,-14.255,0.000,negative
n2o,EU15,Biomass burning,0.001,Belgium,2009,0.989,0.081,12.190,0.000,positive
n2o,EU15,Biomass burning,0.001,Spain,2009,-1.359,0.098,-13.864,0.000,negative
n2o,EU15,Biomass burning,0.001,Spain,2017,-0.940,0.114,-8.222,0.000,negative
n2o,EU15,Biomass burning,0.001,UnitedKingdom,2015,0.371,0.097,3.813,0.000,positive
n2o,EU15,Biomass burning,0.001,Ireland,2014,0.600,0.120,5.022,0.000,positive
n2o,EU15,Biomass burning,0.001,Netherlands,2015,-0.843,0.117,-7.226,0.000,negative
n2o,EU15,Biomass burning,0.001,Sweden,2006,-0.727,0.085,-8.548,0.000,negative
n2o,EU15,Chemical industry,0.05,Belgium,2006,0.759,0.116,6.546,0.000,positive
n2o,EU15,Chemical industry,0.05,Denmark,2006,-3.710,0.165,-22.434,0.000,negative
n2o,EU15,Chemical industry,0.05,Denmark,2011,3.184,0.159,20.023,0.000,positive
n2o,EU15,Chemical industry,0.05,Spain,2006,0.464,0.126,3.671,0.000,positive
n2o,EU15,Chemical industry,0.05,Finland,2006,0.576,0.121,4.752,0.000,positive
n2o,EU15,Chemical industry,0.05,UnitedKingdom,1999,-0.935,0.164,-5.703,0.000,negative
n2o,EU15,Chemical industry,0.05,Italy,2008,-2.229,0.115,-19.403,0.000,negative
n2o,EU15,Chemical industry,0.05,Portugal,2002,0.507,0.131,3.863,0.000,positive
n2o,EU15,Chemical industry,0.01,Belgium,2006,0.696,0.118,5.905,0.000,positive
n2o,EU15,Chemical industry,0.01,Denmark,2006,-3.917,0.156,-25.049,0.000,negative
n2o,EU15,Chemical industry,0.01,Denmark,2011,3.302,0.151,21.917,0.000,positive
n2o,EU15,Chemical industry,0.01,Spain,2006,0.455,0.130,3.507,0.001,positive
n2o,EU15,Chemical industry,0.01,Finland,2006,0.475,0.122,3.907,0.000,positive
n2o,EU15,Chemical industry,0.01,UnitedKingdom,1999,-0.896,0.168,-5.329,0.000,negative
n2o,EU15,Chemical industry,0.01,Italy,2008,-2.298,0.116,-19.754,0.000,negative
n2o,EU15,Chemical industry,0.001,Belgium,2006,0.632,0.121,5.205,0.000,positive
n2o,EU15,Chemical industry,0.001,Denmark,2006,-3.997,0.162,-24.610,0.000,negative
n2o,EU15,Chemical industry,0.001,Denmark,2011,3.268,0.158,20.720,0.000,positive
n2o,EU15,Chemical industry,0.001,Spain,2006,0.518,0.134,3.858,0.000,positive
n2o,EU15,Chemical industry,0.001,Italy,2008,-2.353,0.121,-19.443,0.000,negative
n2o,EU15,Chemical industry,0.001,Sweden,2005,2.758,0.124,22.241,0.000,positive
n2o,EU15,Civil aviation,0.05,Denmark,2000,-0.605,0.085,-7.154,0.000,negative
n2o,EU15,Civil aviation,0.05,Finland,2000,-0.229,0.104,-2.201,0.028,negative
n2o,EU15,Civil aviation,0.05,Finland,2006,-0.315,0.080,-3.954,0.000,negative
n2o,EU15,Civil aviation,0.05,France,2011,0.627,0.067,9.433,0.000,positive
n2o,EU15,Civil aviation,0.05,UnitedKingdom,2004,0.191,0.076,2.493,0.013,positive
n2o,EU15,Civil aviation,0.05,Ireland,2009,-0.809,0.134,-6.035,0.000,negative
n2o,EU15,Civil aviation,0.05,Netherlands,2000,-0.665,0.082,-8.069,0.000,negative
n2o,EU15,Civil aviation,0.05,Portugal,2016,0.574,0.080,7.170,0.000,positive
n2o,EU15,Civil aviation,0.01,Denmark,2000,-0.595,0.085,-7.024,0.000,negative
n2o,EU15,Civil aviation,0.01,Finland,2006,-0.406,0.069,-5.854,0.000,negative
n2o,EU15,Civil aviation,0.01,France,2011,0.596,0.066,8.999,0.000,positive
n2o,EU15,Civil aviation,0.01,Greece,2010,-0.707,0.074,-9.590,0.000,negative
n2o,EU15,Civil aviation,0.01,Ireland,2011,-1.030,0.101,-10.233,0.000,negative
n2o,EU15,Civil aviation,0.01,Netherlands,2000,-0.682,0.083,-8.212,0.000,negative
n2o,EU15,Civil aviation,0.01,Portugal,2016,0.616,0.080,7.677,0.000,positive
n2o,EU15,Civil aviation,0.001,Denmark,2000,-0.530,0.087,-6.089,0.000,negative
n2o,EU15,Civil aviation,0.001,France,2011,0.581,0.068,8.503,0.000,positive
n2o,EU15,Civil aviation,0.001,Greece,2010,-0.677,0.076,-8.923,0.000,negative
n2o,EU15,Civil aviation,0.001,Ireland,2011,-0.661,0.134,-4.945,0.000,negative
n2o,EU15,Civil aviation,0.001,Netherlands,2000,-0.648,0.086,-7.562,0.000,negative
n2o,EU15,Civil aviation,0.001,Portugal,2016,0.691,0.082,8.451,0.000,positive
n2o,EU15,Direct N2O - managed soils,0.05,Austria,2010,0.045,0.010,4.727,0.000,positive
n2o,EU15,Direct N2O - managed soils,0.05,Belgium,2009,0.076,0.009,8.070,0.000,positive
n2o,EU15,Direct N2O - managed soils,0.05,Germany,1999,0.053,0.021,2.517,0.012,positive
n2o,EU15,Direct N2O - managed soils,0.05,Germany,2001,0.040,0.018,2.175,0.030,positive
n2o,EU15,Direct N2O - managed soils,0.05,Germany,2017,-0.115,0.012,-9.253,0.000,negative
n2o,EU15,Direct N2O - managed soils,0.05,Denmark,2019,0.053,0.014,3.903,0.000,positive
n2o,EU15,Direct N2O - managed soils,0.05,Spain,2013,0.043,0.013,3.389,0.001,positive
n2o,EU15,Direct N2O - managed soils,0.05,Spain,2018,0.058,0.016,3.759,0.000,positive
n2o,EU15,Direct N2O - managed soils,0.05,Finland,2006,-0.030,0.011,-2.701,0.007,negative
n2o,EU15,Direct N2O - managed soils,0.05,UnitedKingdom,2001,-0.082,0.013,-6.525,0.000,negative
n2o,EU15,Direct N2O - managed soils,0.05,Greece,2006,-0.079,0.011,-7.391,0.000,negative
n2o,EU15,Direct N2O - managed soils,0.05,Ireland,2015,-0.039,0.016,-2.405,0.017,negative
n2o,EU15,Direct N2O - managed soils,0.05,Netherlands,1998,-0.085,0.015,-5.548,0.000,negative
n2o,EU15,Direct N2O - managed soils,0.05,Netherlands,2017,-0.063,0.012,-5.288,0.000,negative
n2o,EU15,Direct N2O - managed soils,0.05,Portugal,2017,0.085,0.013,6.721,0.000,positive
n2o,EU15,Direct N2O - managed soils,0.01,Belgium,2009,0.074,0.011,6.983,0.000,positive
n2o,EU15,Direct N2O - managed soils,0.01,Germany,2001,0.074,0.014,5.404,0.000,positive
n2o,EU15,Direct N2O - managed soils,0.01,Germany,2017,-0.114,0.014,-8.287,0.000,negative
n2o,EU15,Direct N2O - managed soils,0.01,Spain,2000,0.052,0.016,3.146,0.002,positive
n2o,EU15,Direct N2O - managed soils,0.01,Spain,2017,0.079,0.013,5.996,0.000,positive
n2o,EU15,Direct N2O - managed soils,0.01,Finland,2006,-0.035,0.012,-2.811,0.005,negative
n2o,EU15,Direct N2O - managed soils,0.01,France,2020,-0.120,0.017,-6.987,0.000,negative
n2o,EU15,Direct N2O - managed soils,0.01,UnitedKingdom,2001,-0.078,0.014,-5.381,0.000,negative
n2o,EU15,Direct N2O - managed soils,0.01,Greece,2006,-0.092,0.012,-7.764,0.000,negative
n2o,EU15,Direct N2O - managed soils,0.01,Ireland,2015,-0.050,0.017,-2.909,0.004,negative
n2o,EU15,Direct N2O - managed soils,0.01,Netherlands,1998,-0.102,0.017,-5.960,0.000,negative
n2o,EU15,Direct N2O - managed soils,0.01,Portugal,2017,0.079,0.014,5.619,0.000,positive
n2o,EU15,Direct N2O - managed soils,0.001,Belgium,2009,0.075,0.011,6.839,0.000,positive
n2o,EU15,Direct N2O - managed soils,0.001,Germany,2018,-0.103,0.015,-6.948,0.000,negative
n2o,EU15,Direct N2O - managed soils,0.001,Spain,2000,0.041,0.017,2.417,0.016,positive
n2o,EU15,Direct N2O - managed soils,0.001,Spain,2017,0.080,0.014,5.828,0.000,positive
n2o,EU15,Direct N2O - managed soils,0.001,France,2020,-0.122,0.018,-6.822,0.000,negative
n2o,EU15,Direct N2O - managed soils,0.001,UnitedKingdom,2001,-0.089,0.015,-5.974,0.000,negative
n2o,EU15,Direct N2O - managed soils,0.001,Greece,2006,-0.094,0.012,-7.756,0.000,negative
n2o,EU15,Direct N2O - managed soils,0.001,Ireland,2019,-0.117,0.020,-5.768,0.000,negative
n2o,EU15,Direct N2O - managed soils,0.001,Netherlands,1998,-0.109,0.018,-6.116,0.000,negative
n2o,EU15,Direct N2O - managed soils,0.001,Portugal,2017,0.084,0.015,5.822,0.000,positive
n2o,EU15,Electricity and heat,0.05,Austria,2007,0.556,0.043,13.001,0.000,positive
